2026-09-02 16:53:34 | DEBUG    | rl_lib.training.callbacks.checkpoints_save | CheckpointsSaveCallback created with intervals=200
2026-09-02 17:24:52 | DEBUG    | rl_lib.tracking.console_logger | Step 67583: {'rollout/returns': '5.563473', 'rollout/advantages_mean': '4.760702', 'rollout/advantages_std': '6.407066', 'rollout/critic_values': '0.802772', 'rollout/old_log_probs': '0.102098', 'rollout/action_mean_0': '0.066835', 'rollout/action_mean_1': '0.595026', 'rollout/action_mean_2': '0.233996', 'rollout/action_std_0': '0.503796', 'rollout/action_std_1': '0.236229', 'rollout/action_std_2': '0.201580', 'rollout/explained_variance': '0.762122', 'training/entropy_coef': '0.009675', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.005008', 'metrics/ratio_max': '1.412822', 'metrics/clip_fraction': '0.046879', 'metrics/approx_kl_0': '0.001914', 'metrics/approx_kl_1': '0.000856', 'metrics/approx_kl_2': '0.002084', 'metrics/actor_loss': '-0.004980', 'loss/critic': '5.556182', 'metrics/entropy_0': '0.914511', 'metrics/entropy_1': '0.900453', 'metrics/entropy_2': '0.878722', 'loss/entropy': '2.693686', 'metrics/log_std_0': '-0.504428', 'metrics/log_std_1': '-0.518486', 'metrics/log_std_2': '-0.540216', 'loss/total': '2.747023', 'grad_norm/cnn': '3.186910', 'grad_norm/sequence_encoder': '1.200795', 'grad_norm/actor': '3.131251', 'grad_norm/critic': '0.434289', 'metrics/grad_norm/max': '4.797823'}
2026-09-02 17:24:52 | DEBUG    | rl_lib.tracking.console_logger | Step 67132: {'episode/returns': '163.601607', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:25:48 | DEBUG    | rl_lib.tracking.console_logger | Step 69631: {'rollout/returns': '6.907247', 'rollout/advantages_mean': '5.607968', 'rollout/advantages_std': '6.881859', 'rollout/critic_values': '1.299279', 'rollout/old_log_probs': '0.116227', 'rollout/action_mean_0': '0.065397', 'rollout/action_mean_1': '0.594162', 'rollout/action_mean_2': '0.226627', 'rollout/action_std_0': '0.506803', 'rollout/action_std_1': '0.236848', 'rollout/action_std_2': '0.199583', 'rollout/explained_variance': '0.752402', 'training/entropy_coef': '0.009666', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.005308', 'metrics/ratio_max': '1.447167', 'metrics/clip_fraction': '0.051864', 'metrics/approx_kl_0': '0.001952', 'metrics/approx_kl_1': '0.001180', 'metrics/approx_kl_2': '0.002060', 'metrics/actor_loss': '-0.006720', 'loss/critic': '6.274199', 'metrics/entropy_0': '0.911949', 'metrics/entropy_1': '0.900475', 'metrics/entropy_2': '0.876647', 'loss/entropy': '2.689071', 'metrics/log_std_0': '-0.506990', 'metrics/log_std_1': '-0.518463', 'metrics/log_std_2': '-0.542292', 'loss/total': '3.104362', 'grad_norm/cnn': '3.534578', 'grad_norm/sequence_encoder': '1.272418', 'grad_norm/actor': '3.135350', 'grad_norm/critic': '0.476153', 'metrics/grad_norm/max': '5.076302'}
2026-09-02 17:25:48 | DEBUG    | rl_lib.tracking.console_logger | Step 69136: {'episode/returns': '164.879578', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:26:45 | DEBUG    | rl_lib.tracking.console_logger | Step 71679: {'rollout/returns': '6.215002', 'rollout/advantages_mean': '5.311064', 'rollout/advantages_std': '7.368386', 'rollout/critic_values': '0.903938', 'rollout/old_log_probs': '0.109840', 'rollout/action_mean_0': '0.046028', 'rollout/action_mean_1': '0.588446', 'rollout/action_mean_2': '0.234583', 'rollout/action_std_0': '0.509560', 'rollout/action_std_1': '0.240117', 'rollout/action_std_2': '0.205266', 'rollout/explained_variance': '0.741047', 'training/entropy_coef': '0.009656', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.005626', 'metrics/ratio_max': '1.489246', 'metrics/clip_fraction': '0.047023', 'metrics/approx_kl_0': '0.001730', 'metrics/approx_kl_1': '0.000775', 'metrics/approx_kl_2': '0.002887', 'metrics/actor_loss': '-0.005525', 'loss/critic': '6.198393', 'metrics/entropy_0': '0.909719', 'metrics/entropy_1': '0.900205', 'metrics/entropy_2': '0.874894', 'loss/entropy': '2.684819', 'metrics/log_std_0': '-0.509219', 'metrics/log_std_1': '-0.518733', 'metrics/log_std_2': '-0.544044', 'loss/total': '3.067721', 'grad_norm/cnn': '3.215881', 'grad_norm/sequence_encoder': '1.187933', 'grad_norm/actor': '2.979350', 'grad_norm/critic': '0.438509', 'metrics/grad_norm/max': '4.692109'}
2026-09-02 17:26:45 | DEBUG    | rl_lib.tracking.console_logger | Step 71641: {'episode/returns': '196.497254', 'episode/lengths': '1000.000000', 'episode/n': '40.000000'}
2026-09-02 17:27:42 | DEBUG    | rl_lib.tracking.console_logger | Step 73727: {'rollout/returns': '11.371322', 'rollout/advantages_mean': '7.800210', 'rollout/advantages_std': '7.198295', 'rollout/critic_values': '3.571112', 'rollout/old_log_probs': '0.163349', 'rollout/action_mean_0': '0.036259', 'rollout/action_mean_1': '0.612981', 'rollout/action_mean_2': '0.204483', 'rollout/action_std_0': '0.515238', 'rollout/action_std_1': '0.235069', 'rollout/action_std_2': '0.192793', 'rollout/explained_variance': '0.735017', 'training/entropy_coef': '0.009646', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.006581', 'metrics/ratio_max': '1.477533', 'metrics/clip_fraction': '0.072695', 'metrics/approx_kl_0': '0.002339', 'metrics/approx_kl_1': '0.001364', 'metrics/approx_kl_2': '0.002836', 'metrics/actor_loss': '-0.007884', 'loss/critic': '7.993575', 'metrics/entropy_0': '0.908147', 'metrics/entropy_1': '0.899345', 'metrics/entropy_2': '0.873459', 'loss/entropy': '2.680952', 'metrics/log_std_0': '-0.510791', 'metrics/log_std_1': '-0.519594', 'metrics/log_std_2': '-0.545479', 'loss/total': '3.963017', 'grad_norm/cnn': '3.005044', 'grad_norm/sequence_encoder': '1.140780', 'grad_norm/actor': '3.115528', 'grad_norm/critic': '0.389352', 'metrics/grad_norm/max': '4.606191'}
2026-09-02 17:27:42 | DEBUG    | rl_lib.tracking.console_logger | Step 73645: {'episode/returns': '268.100002', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:28:39 | DEBUG    | rl_lib.tracking.console_logger | Step 75775: {'rollout/returns': '9.974160', 'rollout/advantages_mean': '7.335622', 'rollout/advantages_std': '7.521367', 'rollout/critic_values': '2.638538', 'rollout/old_log_probs': '0.156727', 'rollout/action_mean_0': '0.047610', 'rollout/action_mean_1': '0.598083', 'rollout/action_mean_2': '0.220421', 'rollout/action_std_0': '0.520963', 'rollout/action_std_1': '0.241356', 'rollout/action_std_2': '0.206391', 'rollout/explained_variance': '0.751995', 'training/entropy_coef': '0.009637', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.005344', 'metrics/ratio_max': '1.394933', 'metrics/clip_fraction': '0.054000', 'metrics/approx_kl_0': '0.002403', 'metrics/approx_kl_1': '0.001052', 'metrics/approx_kl_2': '0.002047', 'metrics/actor_loss': '-0.006158', 'loss/critic': '7.733070', 'metrics/entropy_0': '0.906709', 'metrics/entropy_1': '0.898384', 'metrics/entropy_2': '0.872256', 'loss/entropy': '2.677349', 'metrics/log_std_0': '-0.512229', 'metrics/log_std_1': '-0.520554', 'metrics/log_std_2': '-0.546683', 'loss/total': '3.834551', 'grad_norm/cnn': '3.045053', 'grad_norm/sequence_encoder': '1.136550', 'grad_norm/actor': '3.080728', 'grad_norm/critic': '0.379513', 'metrics/grad_norm/max': '4.601551'}
2026-09-02 17:28:39 | DEBUG    | rl_lib.tracking.console_logger | Step 75649: {'episode/returns': '244.970814', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:29:35 | DEBUG    | rl_lib.tracking.console_logger | Step 77823: {'rollout/returns': '13.599242', 'rollout/advantages_mean': '9.149578', 'rollout/advantages_std': '7.967896', 'rollout/critic_values': '4.449665', 'rollout/old_log_probs': '0.194014', 'rollout/action_mean_0': '0.050001', 'rollout/action_mean_1': '0.617119', 'rollout/action_mean_2': '0.201430', 'rollout/action_std_0': '0.527522', 'rollout/action_std_1': '0.237412', 'rollout/action_std_2': '0.197644', 'rollout/explained_variance': '0.721426', 'training/entropy_coef': '0.009627', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.007613', 'metrics/ratio_max': '1.647660', 'metrics/clip_fraction': '0.066183', 'metrics/approx_kl_0': '0.003127', 'metrics/approx_kl_1': '0.000589', 'metrics/approx_kl_2': '0.003619', 'metrics/actor_loss': '-0.006385', 'loss/critic': '9.355644', 'metrics/entropy_0': '0.905208', 'metrics/entropy_1': '0.898254', 'metrics/entropy_2': '0.870609', 'loss/entropy': '2.674072', 'metrics/log_std_0': '-0.513730', 'metrics/log_std_1': '-0.520685', 'metrics/log_std_2': '-0.548329', 'loss/total': '4.645669', 'grad_norm/cnn': '3.152484', 'grad_norm/sequence_encoder': '1.151068', 'grad_norm/actor': '3.258525', 'grad_norm/critic': '0.356752', 'metrics/grad_norm/max': '4.804287'}
2026-09-02 17:29:35 | DEBUG    | rl_lib.tracking.console_logger | Step 77653: {'episode/returns': '318.249926', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:30:33 | DEBUG    | rl_lib.tracking.console_logger | Step 79871: {'rollout/returns': '11.105500', 'rollout/advantages_mean': '8.294854', 'rollout/advantages_std': '8.767226', 'rollout/critic_values': '2.810646', 'rollout/old_log_probs': '0.173486', 'rollout/action_mean_0': '0.093202', 'rollout/action_mean_1': '0.604154', 'rollout/action_mean_2': '0.221860', 'rollout/action_std_0': '0.531777', 'rollout/action_std_1': '0.240886', 'rollout/action_std_2': '0.210117', 'rollout/explained_variance': '0.738044', 'training/entropy_coef': '0.009617', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.006329', 'metrics/ratio_max': '1.478511', 'metrics/clip_fraction': '0.059383', 'metrics/approx_kl_0': '0.002463', 'metrics/approx_kl_1': '0.001421', 'metrics/approx_kl_2': '0.002430', 'metrics/actor_loss': '-0.007240', 'loss/critic': '8.823438', 'metrics/entropy_0': '0.904304', 'metrics/entropy_1': '0.897218', 'metrics/entropy_2': '0.868951', 'loss/entropy': '2.670473', 'metrics/log_std_0': '-0.514635', 'metrics/log_std_1': '-0.521720', 'metrics/log_std_2': '-0.549987', 'loss/total': '4.378770', 'grad_norm/cnn': '3.228611', 'grad_norm/sequence_encoder': '1.165443', 'grad_norm/actor': '3.283504', 'grad_norm/critic': '0.355918', 'metrics/grad_norm/max': '4.894023'}
2026-09-02 17:30:33 | DEBUG    | rl_lib.tracking.console_logger | Step 79657: {'episode/returns': '291.774209', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:31:30 | DEBUG    | rl_lib.tracking.console_logger | Step 81919: {'rollout/returns': '14.524055', 'rollout/advantages_mean': '10.240295', 'rollout/advantages_std': '8.902205', 'rollout/critic_values': '4.283759', 'rollout/old_log_probs': '0.207802', 'rollout/action_mean_0': '0.070701', 'rollout/action_mean_1': '0.608239', 'rollout/action_mean_2': '0.199439', 'rollout/action_std_0': '0.535253', 'rollout/action_std_1': '0.240626', 'rollout/action_std_2': '0.196964', 'rollout/explained_variance': '0.736137', 'training/entropy_coef': '0.009608', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.006416', 'metrics/ratio_max': '1.637711', 'metrics/clip_fraction': '0.057856', 'metrics/approx_kl_0': '0.002535', 'metrics/approx_kl_1': '0.001181', 'metrics/approx_kl_2': '0.002548', 'metrics/actor_loss': '-0.004933', 'loss/critic': '10.455609', 'metrics/entropy_0': '0.902900', 'metrics/entropy_1': '0.896928', 'metrics/entropy_2': '0.867322', 'loss/entropy': '2.667150', 'metrics/log_std_0': '-0.516038', 'metrics/log_std_1': '-0.522010', 'metrics/log_std_2': '-0.551616', 'loss/total': '5.197220', 'grad_norm/cnn': '3.517320', 'grad_norm/sequence_encoder': '1.226357', 'grad_norm/actor': '3.295038', 'grad_norm/critic': '0.398610', 'metrics/grad_norm/max': '5.129030'}
2026-09-02 17:31:30 | DEBUG    | rl_lib.tracking.console_logger | Step 81661: {'episode/returns': '339.801452', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:32:27 | DEBUG    | rl_lib.tracking.console_logger | Step 83967: {'rollout/returns': '18.672838', 'rollout/advantages_mean': '11.826883', 'rollout/advantages_std': '8.546223', 'rollout/critic_values': '6.845956', 'rollout/old_log_probs': '0.247507', 'rollout/action_mean_0': '0.047221', 'rollout/action_mean_1': '0.637152', 'rollout/action_mean_2': '0.176090', 'rollout/action_std_0': '0.544403', 'rollout/action_std_1': '0.230304', 'rollout/action_std_2': '0.179244', 'rollout/explained_variance': '0.683413', 'training/entropy_coef': '0.009598', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.008184', 'metrics/ratio_max': '1.624976', 'metrics/clip_fraction': '0.078133', 'metrics/approx_kl_0': '0.002682', 'metrics/approx_kl_1': '0.000872', 'metrics/approx_kl_2': '0.004732', 'metrics/actor_loss': '-0.008704', 'loss/critic': '11.840035', 'metrics/entropy_0': '0.900843', 'metrics/entropy_1': '0.897701', 'metrics/entropy_2': '0.865407', 'loss/entropy': '2.663951', 'metrics/log_std_0': '-0.518095', 'metrics/log_std_1': '-0.521237', 'metrics/log_std_2': '-0.553532', 'loss/total': '5.885719', 'grad_norm/cnn': '2.938185', 'grad_norm/sequence_encoder': '1.065724', 'grad_norm/actor': '3.140709', 'grad_norm/critic': '0.258479', 'metrics/grad_norm/max': '4.549585'}
2026-09-02 17:32:27 | DEBUG    | rl_lib.tracking.console_logger | Step 83665: {'episode/returns': '397.636476', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:33:23 | DEBUG    | rl_lib.tracking.console_logger | Step 86015: {'rollout/returns': '15.933040', 'rollout/advantages_mean': '11.342765', 'rollout/advantages_std': '9.806728', 'rollout/critic_values': '4.590275', 'rollout/old_log_probs': '0.229198', 'rollout/action_mean_0': '0.063724', 'rollout/action_mean_1': '0.628850', 'rollout/action_mean_2': '0.195880', 'rollout/action_std_0': '0.539856', 'rollout/action_std_1': '0.236552', 'rollout/action_std_2': '0.194386', 'rollout/explained_variance': '0.732779', 'training/entropy_coef': '0.009588', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.006841', 'metrics/ratio_max': '1.516848', 'metrics/clip_fraction': '0.064042', 'metrics/approx_kl_0': '0.002481', 'metrics/approx_kl_1': '0.000890', 'metrics/approx_kl_2': '0.003840', 'metrics/actor_loss': '-0.007289', 'loss/critic': '11.506774', 'metrics/entropy_0': '0.899761', 'metrics/entropy_1': '0.897337', 'metrics/entropy_2': '0.863949', 'loss/entropy': '2.661047', 'metrics/log_std_0': '-0.519178', 'metrics/log_std_1': '-0.521601', 'metrics/log_std_2': '-0.554990', 'loss/total': '5.720557', 'grad_norm/cnn': '3.418345', 'grad_norm/sequence_encoder': '1.197155', 'grad_norm/actor': '3.271128', 'grad_norm/critic': '0.376624', 'metrics/grad_norm/max': '5.012000'}
2026-09-02 17:33:23 | DEBUG    | rl_lib.tracking.console_logger | Step 85669: {'episode/returns': '389.206615', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:34:20 | DEBUG    | rl_lib.tracking.console_logger | Step 88063: {'rollout/returns': '15.146651', 'rollout/advantages_mean': '11.301599', 'rollout/advantages_std': '10.750854', 'rollout/critic_values': '3.845053', 'rollout/old_log_probs': '0.228460', 'rollout/action_mean_0': '0.073054', 'rollout/action_mean_1': '0.629442', 'rollout/action_mean_2': '0.201487', 'rollout/action_std_0': '0.536916', 'rollout/action_std_1': '0.237184', 'rollout/action_std_2': '0.199859', 'rollout/explained_variance': '0.727162', 'training/entropy_coef': '0.009579', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.007031', 'metrics/ratio_max': '1.730492', 'metrics/clip_fraction': '0.059473', 'metrics/approx_kl_0': '0.002810', 'metrics/approx_kl_1': '0.000642', 'metrics/approx_kl_2': '0.003407', 'metrics/actor_loss': '-0.004724', 'loss/critic': '11.623164', 'metrics/entropy_0': '0.898942', 'metrics/entropy_1': '0.896835', 'metrics/entropy_2': '0.863336', 'loss/entropy': '2.659113', 'metrics/log_std_0': '-0.519996', 'metrics/log_std_1': '-0.522103', 'metrics/log_std_2': '-0.555603', 'loss/total': '5.781361', 'grad_norm/cnn': '4.172522', 'grad_norm/sequence_encoder': '1.394504', 'grad_norm/actor': '3.364624', 'grad_norm/critic': '0.504459', 'metrics/grad_norm/max': '5.700450'}
2026-09-02 17:34:20 | DEBUG    | rl_lib.tracking.console_logger | Step 87673: {'episode/returns': '366.362741', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:35:17 | DEBUG    | rl_lib.tracking.console_logger | Step 90111: {'rollout/returns': '15.494870', 'rollout/advantages_mean': '11.590797', 'rollout/advantages_std': '11.272779', 'rollout/critic_values': '3.904073', 'rollout/old_log_probs': '0.230650', 'rollout/action_mean_0': '0.070865', 'rollout/action_mean_1': '0.631000', 'rollout/action_mean_2': '0.202405', 'rollout/action_std_0': '0.537449', 'rollout/action_std_1': '0.236860', 'rollout/action_std_2': '0.202170', 'rollout/explained_variance': '0.718546', 'training/entropy_coef': '0.009569', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.006435', 'metrics/ratio_max': '1.556662', 'metrics/clip_fraction': '0.057884', 'metrics/approx_kl_0': '0.002846', 'metrics/approx_kl_1': '0.001013', 'metrics/approx_kl_2': '0.002470', 'metrics/actor_loss': '-0.006529', 'loss/critic': '11.967053', 'metrics/entropy_0': '0.896686', 'metrics/entropy_1': '0.897565', 'metrics/entropy_2': '0.862841', 'loss/entropy': '2.657092', 'metrics/log_std_0': '-0.522252', 'metrics/log_std_1': '-0.521374', 'metrics/log_std_2': '-0.556097', 'loss/total': '5.951545', 'grad_norm/cnn': '4.508620', 'grad_norm/sequence_encoder': '1.470026', 'grad_norm/actor': '3.391165', 'grad_norm/critic': '0.539578', 'metrics/grad_norm/max': '5.995941'}
2026-09-02 17:35:17 | DEBUG    | rl_lib.tracking.console_logger | Step 89677: {'episode/returns': '410.107660', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:36:18 | DEBUG    | rl_lib.tracking.console_logger | Step 92159: {'rollout/returns': '14.915874', 'rollout/advantages_mean': '11.392818', 'rollout/advantages_std': '11.548429', 'rollout/critic_values': '3.523055', 'rollout/old_log_probs': '0.234408', 'rollout/action_mean_0': '0.079317', 'rollout/action_mean_1': '0.632665', 'rollout/action_mean_2': '0.209894', 'rollout/action_std_0': '0.533682', 'rollout/action_std_1': '0.234325', 'rollout/action_std_2': '0.209087', 'rollout/explained_variance': '0.723894', 'training/entropy_coef': '0.009560', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.005670', 'metrics/ratio_max': '1.427048', 'metrics/clip_fraction': '0.052698', 'metrics/approx_kl_0': '0.002539', 'metrics/approx_kl_1': '0.000846', 'metrics/approx_kl_2': '0.002448', 'metrics/actor_loss': '-0.006184', 'loss/critic': '11.801585', 'metrics/entropy_0': '0.894096', 'metrics/entropy_1': '0.897985', 'metrics/entropy_2': '0.862841', 'loss/entropy': '2.654922', 'metrics/log_std_0': '-0.524843', 'metrics/log_std_1': '-0.520953', 'metrics/log_std_2': '-0.556097', 'loss/total': '5.869203', 'grad_norm/cnn': '4.380678', 'grad_norm/sequence_encoder': '1.412083', 'grad_norm/actor': '3.362981', 'grad_norm/critic': '0.500673', 'metrics/grad_norm/max': '5.863234'}
2026-09-02 17:36:18 | DEBUG    | rl_lib.tracking.console_logger | Step 91681: {'episode/returns': '383.892248', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:37:15 | DEBUG    | rl_lib.tracking.console_logger | Step 94207: {'rollout/returns': '19.774616', 'rollout/advantages_mean': '13.814533', 'rollout/advantages_std': '11.464847', 'rollout/critic_values': '5.960084', 'rollout/old_log_probs': '0.271293', 'rollout/action_mean_0': '0.072434', 'rollout/action_mean_1': '0.646588', 'rollout/action_mean_2': '0.194037', 'rollout/action_std_0': '0.541762', 'rollout/action_std_1': '0.231733', 'rollout/action_std_2': '0.204253', 'rollout/explained_variance': '0.720307', 'training/entropy_coef': '0.009550', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.006884', 'metrics/ratio_max': '1.636982', 'metrics/clip_fraction': '0.051119', 'metrics/approx_kl_0': '0.002351', 'metrics/approx_kl_1': '0.001338', 'metrics/approx_kl_2': '0.003286', 'metrics/actor_loss': '-0.004597', 'loss/critic': '13.931448', 'metrics/entropy_0': '0.891493', 'metrics/entropy_1': '0.898371', 'metrics/entropy_2': '0.862409', 'loss/entropy': '2.652273', 'metrics/log_std_0': '-0.527445', 'metrics/log_std_1': '-0.520568', 'metrics/log_std_2': '-0.556530', 'loss/total': '6.935771', 'grad_norm/cnn': '3.807721', 'grad_norm/sequence_encoder': '1.279639', 'grad_norm/actor': '3.235798', 'grad_norm/critic': '0.409382', 'metrics/grad_norm/max': '5.293253'}
2026-09-02 17:37:15 | DEBUG    | rl_lib.tracking.console_logger | Step 94186: {'episode/returns': '444.643407', 'episode/lengths': '1000.000000', 'episode/n': '40.000000'}
2026-09-02 17:38:12 | DEBUG    | rl_lib.tracking.console_logger | Step 96255: {'rollout/returns': '24.934198', 'rollout/advantages_mean': '16.496954', 'rollout/advantages_std': '11.098881', 'rollout/critic_values': '8.437243', 'rollout/old_log_probs': '0.330228', 'rollout/action_mean_0': '0.028791', 'rollout/action_mean_1': '0.666626', 'rollout/action_mean_2': '0.160433', 'rollout/action_std_0': '0.543576', 'rollout/action_std_1': '0.226356', 'rollout/action_std_2': '0.182047', 'rollout/explained_variance': '0.702648', 'training/entropy_coef': '0.009541', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.007052', 'metrics/ratio_max': '1.525855', 'metrics/clip_fraction': '0.067756', 'metrics/approx_kl_0': '0.002979', 'metrics/approx_kl_1': '0.001227', 'metrics/approx_kl_2': '0.002549', 'metrics/actor_loss': '-0.006791', 'loss/critic': '16.359156', 'metrics/entropy_0': '0.889013', 'metrics/entropy_1': '0.898056', 'metrics/entropy_2': '0.861071', 'loss/entropy': '2.648140', 'metrics/log_std_0': '-0.529925', 'metrics/log_std_1': '-0.520883', 'metrics/log_std_2': '-0.557867', 'loss/total': '8.147497', 'grad_norm/cnn': '3.736116', 'grad_norm/sequence_encoder': '1.293441', 'grad_norm/actor': '3.425692', 'grad_norm/critic': '0.389875', 'metrics/grad_norm/max': '5.380741'}
2026-09-02 17:38:12 | DEBUG    | rl_lib.tracking.console_logger | Step 96190: {'episode/returns': '558.755341', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:39:08 | DEBUG    | rl_lib.tracking.console_logger | Step 98303: {'rollout/returns': '24.889271', 'rollout/advantages_mean': '16.148912', 'rollout/advantages_std': '11.107629', 'rollout/critic_values': '8.740358', 'rollout/old_log_probs': '0.313211', 'rollout/action_mean_0': '0.055993', 'rollout/action_mean_1': '0.655289', 'rollout/action_mean_2': '0.169793', 'rollout/action_std_0': '0.548101', 'rollout/action_std_1': '0.227439', 'rollout/action_std_2': '0.187082', 'rollout/explained_variance': '0.723652', 'training/entropy_coef': '0.009531', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.008356', 'metrics/ratio_max': '1.636559', 'metrics/clip_fraction': '0.065385', 'metrics/approx_kl_0': '0.003386', 'metrics/approx_kl_1': '0.000751', 'metrics/approx_kl_2': '0.003742', 'metrics/actor_loss': '-0.004253', 'loss/critic': '16.062874', 'metrics/entropy_0': '0.886548', 'metrics/entropy_1': '0.896916', 'metrics/entropy_2': '0.859432', 'loss/entropy': '2.642896', 'metrics/log_std_0': '-0.532390', 'metrics/log_std_1': '-0.522023', 'metrics/log_std_2': '-0.559506', 'loss/total': '8.001969', 'grad_norm/cnn': '3.960667', 'grad_norm/sequence_encoder': '1.321833', 'grad_norm/actor': '3.396228', 'grad_norm/critic': '0.395310', 'metrics/grad_norm/max': '5.527504'}
2026-09-02 17:39:08 | DEBUG    | rl_lib.tracking.console_logger | Step 98194: {'episode/returns': '553.252817', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:39:49 | DEBUG    | rl_lib.training.callbacks.record_video | Recording video...
2026-09-02 17:40:06 | DEBUG    | rl_lib.tracking.console_logger | Step 2: {'evaluation/episode_returns': '565.644172', 'evaluation/episode_lengths': '1000.000000'}
2026-09-02 17:40:22 | DEBUG    | rl_lib.tracking.console_logger | Step 100351: {'rollout/returns': '28.057081', 'rollout/advantages_mean': '17.755796', 'rollout/advantages_std': '10.926898', 'rollout/critic_values': '10.301285', 'rollout/old_log_probs': '0.349129', 'rollout/action_mean_0': '0.027750', 'rollout/action_mean_1': '0.659603', 'rollout/action_mean_2': '0.151563', 'rollout/action_std_0': '0.555358', 'rollout/action_std_1': '0.225621', 'rollout/action_std_2': '0.172770', 'rollout/explained_variance': '0.705779', 'training/entropy_coef': '0.009522', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.007158', 'metrics/ratio_max': '1.572374', 'metrics/clip_fraction': '0.061718', 'metrics/approx_kl_0': '0.002580', 'metrics/approx_kl_1': '0.000983', 'metrics/approx_kl_2': '0.003820', 'metrics/actor_loss': '-0.006518', 'loss/critic': '17.556421', 'metrics/entropy_0': '0.884620', 'metrics/entropy_1': '0.897673', 'metrics/entropy_2': '0.858314', 'loss/entropy': '2.640607', 'metrics/log_std_0': '-0.534319', 'metrics/log_std_1': '-0.521266', 'metrics/log_std_2': '-0.560624', 'loss/total': '8.746525', 'grad_norm/cnn': '3.624122', 'grad_norm/sequence_encoder': '1.261623', 'grad_norm/actor': '3.391790', 'grad_norm/critic': '0.348115', 'metrics/grad_norm/max': '5.250315'}
2026-09-02 17:40:22 | DEBUG    | rl_lib.tracking.console_logger | Step 100198: {'episode/returns': '599.338355', 'episode/lengths': '998.906250', 'episode/n': '32.000000'}
